object_id,img_file_name,collection_method,ESD_um,area_um2,biovolume_um3,object_circ.,object_elongation,object_solidity,object_eccentricity,object_MeanHue,object_MeanSaturation,object_MeanValue,umap_x,umap_y
2024-03-12_01-32-28-968582_5,2024-03-12_01-32-28-968582_5.jpg,PP,41.571431892146144,1357.3125,32751.606626879755,0.8161462865816951,1.3791926512466055,0.9652,0.6886837355560155,40.30874430169913,133.11313717364277,164.05428926647326,9.497474,8.862001
2024-03-12_01-32-28-968582_6,2024-03-12_01-32-28-968582_6.jpg,PP,47.149509489575756,1746.0,39754.72120085762,0.7249110773340474,2.046070712566088,0.942891859052248,0.8724285576057272,52.91591494845361,134.83988402061857,180.79413659793815,11.914668,7.9465604
2024-03-12_01-32-28-968582_7,2024-03-12_01-32-28-968582_7.jpg,PP,39.48621784876025,1224.5625,29715.55148911519,0.6283823914561015,1.4097151525955234,0.8735955056179775,0.7048431758555245,55.84152503445108,119.9104271933854,176.1359669269637,6.315446,7.095943
2024-03-12_01-32-28-968582_8,2024-03-12_01-32-28-968582_8.jpg,PP,41.11235210537009,1327.5,28753.081858908325,0.7802981932308543,1.688861660229032,0.9574036511156186,0.8058536173052135,34.00508474576271,127.83305084745764,176.60889830508475,8.559555,10.104956
2024-03-12_01-32-28-968582_9,2024-03-12_01-32-28-968582_9.jpg,PP,43.63907047092174,1495.6875,33678.58416498403,0.7747001880675921,1.7623729602287517,0.9462633451957296,0.8234307448094872,48.26137645731478,98.65550959007146,179.31139526137645,11.390404,6.37953
2024-03-12_01-32-28-968582_10,2024-03-12_01-32-28-968582_10.jpg,PP,43.185386685206716,1464.75,34730.932050401534,0.6708801938225408,1.6789561108746154,0.8738255033557047,0.8032751031271073,35.584869431643625,102.2542242703533,201.35061443932412,7.5461106,9.135594
2024-03-12_01-32-28-968582_11,2024-03-12_01-32-28-968582_11.jpg,PP,55.093047834600114,2383.875,74635.66795554826,0.3986062493469126,2.797261630839347,0.7327109266943291,0.9339160166388114,50.432987258140635,116.52100047192071,194.60924964605945,10.78984,7.4763784
2024-03-12_01-32-28-968582_12,2024-03-12_01-32-28-968582_12.jpg,PP,55.83553172269063,2448.5625,87443.01056745238,0.5218432502515734,1.7526451873155486,0.8128851540616246,0.8212516541476738,50.54261428899609,110.50884447507468,174.07580978635423,9.319708,9.753626
2024-03-12_01-32-28-968582_13,2024-03-12_01-32-28-968582_13.jpg,PP,38.354519147010414,1155.375,28807.208202557304,0.8016384840095457,1.1328511212364043,0.9531322505800464,0.4698833366384344,52.62560856864654,121.539435248296,192.75365141187925,8.235702,7.4922724
2024-03-12_01-32-28-968582_14,2024-03-12_01-32-28-968582_14.jpg,PP,45.37694432474928,1617.1875,35097.10300856377,0.6933640923920269,2.1425811416022498,0.917650813916374,0.884401555613288,38.62539130434783,125.55652173913045,192.17704347826088,10.309586,9.596066
2024-03-12_01-32-28-968582_15,2024-03-12_01-32-28-968582_15.jpg,PP,43.70466850940963,1500.1875,34821.73330509939,0.701014097046601,1.7870543387103517,0.9059103260869564,0.8287762908149536,43.559805024371954,120.42482189726285,186.65654293213348,8.378872,9.507761
2024-03-12_01-32-28-968582_16,2024-03-12_01-32-28-968582_16.jpg,PP,39.50435158925634,1225.6875,32726.23339653269,0.6982802211785482,1.0823606236533592,0.9079166666666668,0.3826183552618529,58.86966498393759,102.67278568150527,195.75768701239105,9.715063,4.183438
2024-03-12_01-32-28-968582_17,2024-03-12_01-32-28-968582_17.jpg,PP,39.16751838529956,1204.875,27230.82872786115,0.7597538124763396,1.4161470333428856,0.9515770768547313,0.7080708804940786,41.11671335200747,129.51073762838467,170.00560224089637,9.18545,9.037335
2024-03-12_01-32-28-968582_18,2024-03-12_01-32-28-968582_18.jpg,PP,41.829055295102606,1374.1875,30945.93664930909,0.8192360565976379,1.5568248128358917,0.9709856915739268,0.7664256506129764,58.29635693819075,127.55178059762586,180.79533360622185,7.278046,9.526247
2024-03-12_01-32-28-968582_19,2024-03-12_01-32-28-968582_19.jpg,PP,43.66368128431013,1497.375,35119.147115603024,0.7455386144474465,1.5937717052079694,0.9490196078431372,0.7786629504521133,32.48760330578512,137.9222389181067,171.2550713749061,8.348029,9.345182
